Variables at t=0, inf, inf, 1.000000, 0.000000
Parameters, 0.010000, 0.070000, 0.006500, 0.020000, 0.010000, 100.000000, 0.000500, 0.000006, 10.000000, 0.005000
inf, inf, 1.000000, 0.000000
inf, inf, 0.936500, 0.063500
inf, inf, 0.940276, 0.112842
inf, inf, 0.943955, 0.154035
inf, inf, 0.947325, 0.188166
inf, inf, 0.950413, 0.216161
inf, inf, 0.953257, 0.238830
inf, inf, 0.955889, 0.256873
inf, inf, 0.958336, 0.270904
inf, inf, 0.960619, 0.281458
inf, inf, 0.962757, 0.289005
inf, inf, 0.964763, 0.293954
inf, inf, 0.966652, 0.296665
inf, inf, 0.968433, 0.297454
inf, inf, 0.970116, 0.296596
inf, inf, 0.971708, 0.294335
inf, inf, 0.973217, 0.290885
inf, inf, 0.974647, 0.286432
inf, inf, 0.976005, 0.281141
inf, inf, 0.977294, 0.275158
inf, inf, 0.978518, 0.268608
inf, inf, 0.979682, 0.261604
inf, inf, 0.980788, 0.254243
inf, inf, 0.981838, 0.246612
inf, inf, 0.982837, 0.238784
inf, inf, 0.983785, 0.230826
inf, inf, 0.984686, 0.222794
inf, inf, 0.985542, 0.214738
inf, inf, 0.986354, 0.206700
inf, inf, 0.987125, 0.198719
inf, inf, 0.987856, 0.190825
inf, inf, 0.988550, 0.183045
inf, inf, 0.989207, 0.175403
inf, inf, 0.989829, 0.167917
inf, inf, 0.990419, 0.160603
inf, inf, 0.990976, 0.153475
inf, inf, 0.991504, 0.146542
inf, inf, 0.992002, 0.139814
inf, inf, 0.992473, 0.133296
inf, inf, 0.992917, 0.126992
inf, inf, 0.993337, 0.120906
inf, inf, 0.993732, 0.115039
inf, inf, 0.994106, 0.109390
inf, inf, 0.994458, 0.103959
inf, inf, 0.994789, 0.098743
inf, inf, 0.995102, 0.093740
inf, inf, 0.995396, 0.088946
inf, inf, 0.995673, 0.084357
inf, inf, 0.995934, 0.079968
inf, inf, 0.996180, 0.075775
inf, inf, 0.996411, 0.071772
inf, inf, 0.996629, 0.067953
inf, inf, 0.996833, 0.064313
inf, inf, 0.997026, 0.060846
inf, inf, 0.997207, 0.057546
inf, inf, 0.997377, 0.054406
inf, inf, 0.997537, 0.051421
inf, inf, 0.997688, 0.048585
inf, inf, 0.997829, 0.045892
inf, inf, 0.997962, 0.043336
inf, inf, 0.998087, 0.040911
inf, inf, 0.998205, 0.038612
inf, inf, 0.998315, 0.036433
inf, inf, 0.998418, 0.034368
inf, inf, 0.998516, 0.032413
inf, inf, 0.998607, 0.030562
inf, inf, 0.998693, 0.028811
inf, inf, 0.998774, 0.027155
inf, inf, 0.998849, 0.025588
inf, inf, 0.998920, 0.024108
inf, inf, 0.998987, 0.022709
inf, inf, 0.999050, 0.021387
inf, inf, 0.999109, 0.020139
inf, inf, 0.999164, 0.018960
inf, inf, 0.999216, 0.017848
inf, inf, 0.999264, 0.016798
inf, inf, 0.999310, 0.015808
inf, inf, 0.999353, 0.014873
inf, inf, 0.999393, 0.013993
inf, inf, 0.999431, 0.013162
inf, inf, 0.999466, 0.012379
inf, inf, 0.999499, 0.011642
inf, inf, 0.999531, 0.010947
inf, inf, 0.999560, 0.010292
inf, inf, 0.999587, 0.009675
inf, inf, 0.999613, 0.009095
inf, inf, 0.999637, 0.008548
inf, inf, 0.999660, 0.008033
inf, inf, 0.999681, 0.007549
inf, inf, 0.999701, 0.007093
inf, inf, 0.999720, 0.006664
inf, inf, 0.999737, 0.006261
inf, inf, 0.999754, 0.005881
inf, inf, 0.999769, 0.005524
inf, inf, 0.999783, 0.005188
inf, inf, 0.999797, 0.004872
